"This revocation request no longer exists.","This revocation request no longer exists."
"This revocation was accepted. To refund the customer, %s for order %s.","This revocation was accepted. To refund the customer, %s for order %s."
"Total of %d request(s) were updated.","Total of %d request(s) were updated."
"Used to gate the my-account entry point. The statutory period is 14 days.","Used to gate the my-account entry point. The statutory period is 14 days."
"User Agent","User Agent"
"Verified","Verified"
"View Request","View Request"
"View Requests","View Requests"
"We have received your revocation declaration. Please note that this confirms receipt only; the validity of the revocation will be assessed and we will contact you separately.","We have received your revocation declaration. Please note that this confirms receipt only; the validity of the revocation will be assessed and we will contact you separately."
"Yes","Yes"
"Yes (submitted from an authenticated customer session)","Yes (submitted from an authenticated customer session)"
"You can revoke your contract within the statutory withdrawal period using this form.<br>After submitting, you will receive a confirmation that your declaration has been received.","You can revoke your contract within the statutory withdrawal period using this form.<br>After submitting, you will receive a confirmation that your declaration has been received."
"Your request could not be processed right now. Please try again later or contact us directly.","Your request could not be processed right now. Please try again later or contact us directly."
"Your revocation has been received","Your revocation has been received"
